Date,Name,Year,Letterboxd URI
2020-11-18,Batman Forever,1995,https://boxd.it/2ara
2020-11-19,The Dreamers,2003,https://boxd.it/28X4
2020-11-19,The Conformist,1970,https://boxd.it/20cE
2020-11-20,Cat People,1942,https://boxd.it/1vG4
2020-11-20,Wolfwalkers,2020,https://boxd.it/fGrC
2020-11-20,Still Processing,2020,https://boxd.it/oSfQ
2020-11-20,Shiva Baby,2020,https://boxd.it/oIv0
2020-11-20,One Night in Miami...,2020,https://boxd.it/oCUo
2020-11-22,If Anything Happens I Love You,2020,https://boxd.it/qIv4
2020-11-23,Desert Hearts,1985,https://boxd.it/2aFc
2020-11-24,The Trip,2010,https://boxd.it/6Bc
2020-11-25,Voyage of Time: Life's Journey,2016,https://boxd.it/34Sw
2020-11-26,"Bloody Nose, Empty Pockets",2020,https://boxd.it/mlpu
2020-11-27,Island of Lost Souls,1932,https://boxd.it/25TS
2020-11-28,Knight of Cups,2015,https://boxd.it/34Qq
